,num_gold,num_gold_correct,num_questions,demog-age,demog-gender,demog-race,job,region,demog-educ,demog-sexual,identification-fake-1,identification-fake-2,identification-fake-3,identification-fake-4,identification-real-1,identification-real-2,identification-real-3,identification-real-4,pct_gold_correct
public.us-east-1.APQXZF7GKNTC,9,9,25,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,1.0
public.us-east-1.A12KQGDA5YYCW7,20,9,52,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.45
public.us-east-1.A1K7FKUQ1EHVAZ,25,14,68,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.56
public.us-east-1.A3U5FZX51JBFQW,14,6,41,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A1JDPMVFB8HNMH,17,7,49,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.4117647058823529
public.us-east-1.A10Q1TJDW26M30,16,8,37,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.5
public.us-east-1.A19BG3DNCB8371,13,2,33,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.15384615384615385
public.us-east-1.A2BL85FF81CS3,20,12,46,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.6
public.us-east-1.A2BC5O377KEL6N,16,0,46,31-40 years old,Female,White,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A6MCR5VWBFWZT,5,3,16,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.6
public.us-east-1.A1NN61ZAXV9FR0,17,2,52,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.11764705882352941
public.us-east-1.A3AAJIOULPV12E,11,2,35,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.18181818181818182
public.us-east-1.A2ATPVV665TR66,19,7,51,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.3684210526315789
public.us-east-1.A28LVKN22K756,11,7,29,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.6363636363636364
public.us-east-1.A245B3Q3BILZCL,3,2,9,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2Q99XBBVXFPG7,4,4,5,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,1.0
public.us-east-1.A47LXYTWFIB6F,0,0,1,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A15QVZHXJYWO31,0,0,5,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,5,1,11,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.2
public.us-east-1.A1EAJF4MKAGHJE,0,0,1,,,,west-2-split-1-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BL85FF81CS3,22,4,57,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.18181818181818182
public.us-east-1.A34OH8N3GTAD4T,5,2,13,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.4
public.us-east-1.A1E7VDDO8OPXNG,6,2,14,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3A189KXWG4FCC,22,3,51,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.13636363636363635
public.us-east-1.A178BXD4UBX932,4,1,10,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.25
public.us-east-1.A2ATPVV665TR66,18,5,40,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.2777777777777778
public.us-east-1.A19BG3DNCB8371,7,2,30,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.2857142857142857
public.us-east-1.A1K7FKUQ1EHVAZ,22,8,61,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.36363636363636365
public.us-east-1.A1JDPMVFB8HNMH,8,5,23,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.625
public.us-east-1.AAISLVE5U7EPM,13,3,37,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.23076923076923078
public.us-east-1.A13R2JMVMPIF6H,3,0,7,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.AI91L9BSP6NBM,4,3,10,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.75
public.us-east-1.A26BQOPGB12IXD,8,1,21,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.125
public.us-east-1.A2BC5O377KEL6N,0,0,1,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A3OUKGS8BDB2I4,8,0,18,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A28LVKN22K756,7,5,24,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.7142857142857143
public.us-east-1.AEFBNJYPN71F9,9,2,32,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.2222222222222222
public.us-east-1.A2RAXDXAJ13EYX,4,1,12,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.25
public.us-east-1.A104XTKILKOFQ3,5,2,11,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.4
public.us-east-1.A2Q99XBBVXFPG7,5,4,19,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.8
public.us-east-1.A2U51LCR27DEAA,4,1,20,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.25
public.us-east-1.A1BLDWE3JYO1O,3,1,15,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.ALJXFAPVR5NY0,6,4,21,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2RRRIDXT8IC1Z,5,2,11,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.4
public.us-east-1.A1835WYUAG97F9,3,0,4,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A1SCF3L6LTFQHF,1,1,2,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,1.0
public.us-east-1.A245B3Q3BILZCL,6,4,14,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A10Q1TJDW26M30,3,0,9,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A12KQGDA5YYCW7,2,0,2,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.AO2PSM6P2W9P7,2,1,2,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.5
public.us-east-1.A47LXYTWFIB6F,0,0,1,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A1MHUF6WJDR4A2,1,1,4,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,1.0
public.us-east-1.A1PZNXUXSW2MH0,2,1,6,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.5
public.us-east-1.A6MCR5VWBFWZT,4,2,6,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.5
public.us-east-1.A2HUKA5ICTMDMZ,1,0,1,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A2WSWG9IQ0ZOC8,0,0,1,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A1NN61ZAXV9FR0,1,0,1,,,,west-2-split-1-rep-3,west-2,,,,,,,,,,,0.0
public.us-east-1.A1I0LW3KRXJX0P,1,1,1,51-60 years old,Female,White,west-2-split-1-rep-3,west-2,Master's Degree,Heterosexual,,,,,,,,,1.0
public.us-east-1.A3OUKGS8BDB2I4,4,1,14,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.25
public.us-east-1.A29HA5NCDKNN5U,14,7,43,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.AAC21O2F35B4M,0,0,1,21-30 years old,Male,White,west-2-split-1-rep-2,west-2,Bachelor's Degree,Heterosexual,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.A2DBPQCHNR30EU,4,1,11,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.25
public.us-east-1.A17PYKQUQH830K,3,3,9,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.ALJXFAPVR5NY0,16,11,44,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.6875
public.us-east-1.A245B3Q3BILZCL,6,2,19,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.ALXIA5WJ916PJ,5,2,17,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.4
public.us-east-1.A34OH8N3GTAD4T,8,2,24,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.25
public.us-east-1.A2RRRIDXT8IC1Z,7,1,13,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.14285714285714285
public.us-east-1.A30E6TB3PNFRI3,6,0,18,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2D9CD4ELPYVUA,9,0,23,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A3GFL1OXQNL2LB,7,0,18,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AAJIOULPV12E,2,1,12,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.A6MCR5VWBFWZT,4,2,8,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.AOMSOIGOYPFXX,14,4,47,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.2857142857142857
public.us-east-1.A2C66BD4D2GOEZ,8,4,30,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.A2D8U77XWH40I4,4,0,18,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A1V5E8U7EGX5KZ,6,1,17,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.16666666666666666
public.us-east-1.A26BQOPGB12IXD,2,1,11,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.A135P8F6U7GTED,4,0,10,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,13,4,24,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.3076923076923077
public.us-east-1.A2BC5O377KEL6N,0,0,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A13R2JMVMPIF6H,1,0,7,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,2,1,8,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.A2C8IESKZ6MSNF,5,2,24,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.4
public.us-east-1.A3UMDBK39LN29J,3,2,4,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2BJMVJXFMT6R3,3,0,7,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A1EAJF4MKAGHJE,12,7,24,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5833333333333334
public.us-east-1.AAISLVE5U7EPM,8,0,15,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A10Q1TJDW26M30,6,1,16,31-40 years old,Male,White,west-2-split-1-rep-2,west-2,Bachelor's Degree,Heterosexual,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.16666666666666666
public.us-east-1.AUVBBPEQIRHK3,8,0,13,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.AP4LB7P4K7M9L,2,1,2,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.5
public.us-east-1.A19BG3DNCB8371,1,1,2,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A2YHLPK2DKQRCL,1,0,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,1,1,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A28LVKN22K756,5,4,8,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.8
public.us-east-1.A1K7FKUQ1EHVAZ,0,0,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A3QGZ31LEUFJV1,3,2,14,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A1E7VDDO8OPXNG,5,0,10,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.A2VTNO389Z7GZZ,3,2,4,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A1I0LW3KRXJX0P,5,0,9,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.AGYT38VVSA48K,1,1,4,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A3F293Q71V7LXQ,0,0,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,0.0
public.us-east-1.AMVUI6CR7NG5C,1,1,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A3GE6PFS8JGEW2,2,2,3,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A1ODA3Q5H6HTDQ,1,1,1,,,,west-2-split-1-rep-2,west-2,,,,,,,,,,,1.0
public.us-east-1.A3A189KXWG4FCC,7,1,26,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.14285714285714285
public.us-east-1.A3UD3Z0MVKSLF3,12,5,24,51-60 years old,Male,White,west-2-split-1-rep-1,west-2,Master's Degree,Heterosexual,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4166666666666667
public.us-east-1.A3OTMQBHLX8TCD,6,4,18,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2C66BD4D2GOEZ,4,0,11,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A34OH8N3GTAD4T,8,3,15,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.375
public.us-east-1.A1E7VDDO8OPXNG,2,0,14,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A16V5CHZ10ZPZN,11,5,26,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.45454545454545453
public.us-east-1.A10Q1TJDW26M30,7,2,16,31-40 years old,Male,White,west-2-split-1-rep-1,west-2,Bachelor's Degree,Heterosexual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2857142857142857
public.us-east-1.A3EYXR4HIZ4YL6,5,4,15,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.8
public.us-east-1.A2D9CD4ELPYVUA,10,0,16,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A3QGZ31LEUFJV1,10,7,30,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.7
public.us-east-1.A2RRRIDXT8IC1Z,8,1,20,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.125
public.us-east-1.A7PZNZNNJUK4Y,6,0,9,31-40 years old,Male,White,west-2-split-1-rep-1,west-2,Bachelor's Degree,Bisexual,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.A2D8U77XWH40I4,2,0,3,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AUJCI9H4XBO0,10,0,18,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A4WEWT7GG2VOT,5,0,14,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A3U5FZX51JBFQW,8,1,20,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.125
public.us-east-1.A3JGB3OMTOWR6I,11,2,28,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.18181818181818182
public.us-east-1.A25CRYCU7YUITQ,7,4,25,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.5714285714285714
public.us-east-1.A1NN61ZAXV9FR0,12,2,35,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.16666666666666666
public.us-east-1.A19AYB3M3IIP51,3,0,17,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A2OTMALDJLAS7,6,2,25,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A2AYCZZ1IHNJNF,5,0,14,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A2ATPVV665TR66,8,3,27,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.375
public.us-east-1.AOMSOIGOYPFXX,5,0,9,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,3,2,11,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2BL85FF81CS3,4,0,20,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A12KQGDA5YYCW7,7,4,16,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.5714285714285714
public.us-east-1.A1RZYFWFP9M2ZL,4,1,6,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.25
public.us-east-1.A1JBG197ZBOPB4,5,0,18,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AAJIOULPV12E,7,1,18,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.14285714285714285
public.us-east-1.AGBQ4WKJG7DHO,4,2,8,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.5
public.us-east-1.A230J2JPVXVTKB,1,1,1,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,1.0
public.us-east-1.AI91L9BSP6NBM,1,0,2,31-40 years old,Female,White,west-2-split-1-rep-1,west-2,Bachelor's Degree,Heterosexual,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
public.us-east-1.A2I9BPKBUTYWTY,5,0,12,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A1K7FKUQ1EHVAZ,6,0,23,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A3GFL1OXQNL2LB,0,0,1,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,0,0,1,,,,west-2-split-1-rep-1,west-2,,,,,,,,,,,0.0
public.us-east-1.A1NN61ZAXV9FR0,0,0,3,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3JGB3OMTOWR6I,2,1,7,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A34OH8N3GTAD4T,1,0,5,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A1K7FKUQ1EHVAZ,0,0,2,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BL85FF81CS3,1,1,8,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.AGBQ4WKJG7DHO,1,0,7,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BJMVJXFMT6R3,0,0,1,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A4WEWT7GG2VOT,1,0,6,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2U51LCR27DEAA,0,0,5,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A12KQGDA5YYCW7,2,1,5,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A25CRYCU7YUITQ,2,1,5,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A3A189KXWG4FCC,2,1,4,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.5
public.us-east-1.A1RZYFWFP9M2ZL,1,0,4,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3OUKGS8BDB2I4,0,0,4,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,0,0,2,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2YHLPK2DKQRCL,0,0,1,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2D9CD4ELPYVUA,0,0,4,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A1E7VDDO8OPXNG,0,0,1,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2ATPVV665TR66,1,1,4,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A2C8IESKZ6MSNF,0,0,1,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2I9BPKBUTYWTY,1,1,3,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A2RRRIDXT8IC1Z,0,0,2,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AAJIOULPV12E,1,1,2,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A2C66BD4D2GOEZ,1,0,2,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,0.0
public.us-east-1.A2OTMALDJLAS7,1,1,2,,,,west-2-split-1-rep-0,west-2,,,,,,,,,,,1.0
public.us-east-1.A1JDPMVFB8HNMH,24,9,61,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.375
public.us-east-1.A19BG3DNCB8371,18,5,46,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.2777777777777778
public.us-east-1.A3AAJIOULPV12E,17,5,45,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.29411764705882354
public.us-east-1.A12KQGDA5YYCW7,25,10,65,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.4
public.us-east-1.A2ATPVV665TR66,25,10,64,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.4
public.us-east-1.A1K7FKUQ1EHVAZ,17,9,54,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.5294117647058824
public.us-east-1.A2BL85FF81CS3,25,15,63,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.6
public.us-east-1.A1NN61ZAXV9FR0,12,1,28,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.08333333333333333
public.us-east-1.A2Q99XBBVXFPG7,2,2,14,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,1.0
public.us-east-1.A6MCR5VWBFWZT,10,4,24,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.4
public.us-east-1.A10Q1TJDW26M30,14,5,32,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.35714285714285715
public.us-east-1.A245B3Q3BILZCL,5,2,13,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.4
public.us-east-1.A3U5FZX51JBFQW,15,7,32,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.4666666666666667
public.us-east-1.A28LVKN22K756,7,7,22,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,1.0
public.us-east-1.A3JGB3OMTOWR6I,0,0,1,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.0
public.us-east-1.A2BC5O377KEL6N,1,0,6,31-40 years old,Female,White,west-2-split-0-rep-5,west-2,Bachelor's Degree,Heterosexual,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
public.us-east-1.A15QVZHXJYWO31,0,0,6,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.0
public.us-east-1.A3ISXIUWYFY64O,3,1,9,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A1PZNXUXSW2MH0,3,1,5,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A1SCF3L6LTFQHF,0,0,1,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.0
public.us-east-1.ABDWWV9GFHVQ5,2,2,2,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,1.0
public.us-east-1.A47LXYTWFIB6F,0,0,1,,,,west-2-split-0-rep-5,west-2,,,,,,,,,,,0.0
public.us-east-1.A3AAJIOULPV12E,22,9,50,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.4090909090909091
public.us-east-1.A1NN61ZAXV9FR0,23,5,58,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.21739130434782608
public.us-east-1.A2ATPVV665TR66,12,6,49,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.5
public.us-east-1.A10Q1TJDW26M30,6,3,22,31-40 years old,Male,White,west-2-split-0-rep-4,west-2,Bachelor's Degree,Heterosexual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5
public.us-east-1.A1PZNXUXSW2MH0,6,5,22,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.8333333333333334
public.us-east-1.A2VTNO389Z7GZZ,11,7,27,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.6363636363636364
public.us-east-1.A6MCR5VWBFWZT,6,4,23,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.ALJXFAPVR5NY0,0,0,4,21-30 years old,Male,White,west-2-split-0-rep-4,west-2,Bachelor's Degree,Bisexual,0.0,,0.0,0.0,,1.0,1.0,1.0,0.0
public.us-east-1.A12KQGDA5YYCW7,21,2,50,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.09523809523809523
public.us-east-1.A2F1VWINKE769G,13,0,36,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.0
public.us-east-1.A1BLDWE3JYO1O,5,2,12,,Female,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.4
public.us-east-1.A245B3Q3BILZCL,9,5,26,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.5555555555555556
public.us-east-1.A2BC5O377KEL6N,5,3,17,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.6
public.us-east-1.A47LXYTWFIB6F,8,4,19,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.5
public.us-east-1.A3JGB3OMTOWR6I,17,4,39,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.23529411764705882
public.us-east-1.A1JDPMVFB8HNMH,7,3,12,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A3UFJ3TBCTNCLQ,15,5,34,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A26BQOPGB12IXD,6,0,19,51-60 years old,Male,White,west-2-split-0-rep-4,west-2,Bachelor's Degree,Heterosexual,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
public.us-east-1.A1835WYUAG97F9,3,1,4,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A28LVKN22K756,6,3,11,,,,west-2-split-0-rep-4,west-2,,,,,,,,,,,0.5
